dataset,case_id,model,structural_category,prediction,is_dataset_cco,confidence
VitaminC-Mixed,89,claude-sonnet-4-5,refute_only,conflicting,0,0.95
VitaminC-Mixed,89,gpt-4o-mini,refute_only,refute,1,0.95
VitaminC-Mixed,90,claude-haiku-4-5,separate_support_and_refute,conflicting,0,0.95
VitaminC-Mixed,90,claude-sonnet-4-5,separate_support_and_refute,support,1,0.85
VitaminC-Mixed,90,gpt-4o-mini,separate_support_and_refute,conflicting,0,0.7
VitaminC-Mixed,91,claude-haiku-4-5,separate_support_and_refute,conflicting,0,0.85
VitaminC-Mixed,91,claude-sonnet-4-5,separate_support_and_refute,conflicting,0,0.95
VitaminC-Mixed,91,gpt-4o-mini,separate_support_and_refute,conflicting,0,0.8
VitaminC-Mixed,92,claude-haiku-4-5,directional_plus_insufficient,support,1,0.95
VitaminC-Mixed,92,claude-sonnet-4-5,directional_plus_insufficient,support,1,0.95
VitaminC-Mixed,92,gpt-4o-mini,directional_plus_insufficient,support,1,0.95
VitaminC-Mixed,93,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,93,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,93,gpt-4o-mini,material_mixed,conflicting,0,0.7
VitaminC-Mixed,94,claude-haiku-4-5,material_mixed,support,1,0.95
VitaminC-Mixed,94,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,94,gpt-4o-mini,material_mixed,support,1,0.95
VitaminC-Mixed,95,claude-haiku-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,95,claude-sonnet-4-5,material_mixed,refute,1,0.92
VitaminC-Mixed,95,gpt-4o-mini,material_mixed,support,1,0.8
VitaminC-Mixed,96,claude-haiku-4-5,material_mixed,conflicting,0,0.75
VitaminC-Mixed,96,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,96,gpt-4o-mini,material_mixed,support,1,0.9
VitaminC-Mixed,97,claude-haiku-4-5,material_mixed,support,1,0.75
VitaminC-Mixed,97,claude-sonnet-4-5,material_mixed,conflicting,0,0.85
VitaminC-Mixed,97,gpt-4o-mini,material_mixed,conflicting,0,0.8
VitaminC-Mixed,98,claude-haiku-4-5,refute_only,refute,1,0.99
VitaminC-Mixed,98,claude-sonnet-4-5,refute_only,conflicting,0,0.95
VitaminC-Mixed,98,gpt-4o-mini,refute_only,conflicting,0,0.8
VitaminC-Mixed,99,claude-haiku-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,99,claude-sonnet-4-5,material_mixed,conflicting,0,0.95
VitaminC-Mixed,99,gpt-4o-mini,material_mixed,conflicting,0,0.9
